,sentences,labels
474,Add the big mama thornton song to cassie's Punk Rock Workout playlist,add_to_playlist
475,add artist to acoustic soul,add_to_playlist
476,Add name house of gold to the de manhattan con amor playlist,add_to_playlist
477,add the song to my We Everywhere  playlist,add_to_playlist
478,Can you add this tune to the night out playlist?,add_to_playlist
479,Add album to my party with friends,add_to_playlist
480,add i roy to my this is Rosana playlist,add_to_playlist
481,Add Transmission to my found them first,add_to_playlist
482,The Songs to Sing in the Car playlist needs k j yesudas discography in it. ,add_to_playlist
483,add slave to the rhythm to the playlist Massive Soca Hits,add_to_playlist
484,add Intelligence and Sacrifice to Skatepark Punks,add_to_playlist
485,For my playlist it's ok to like jazz add this tune,add_to_playlist
486,Add Chamberlain Waits to my picnic in the park,add_to_playlist
487,Can you please put this track onto my TODO NOVEDADES playlist?,add_to_playlist
488,add Totally Stress Free by bobby lord to my playlist,add_to_playlist
489,Add shame on you to my masters of metal playlist,add_to_playlist
490,Add Cake to Bake to lo que suena new york,add_to_playlist
491,add this song to the Novedades Pop playlist,add_to_playlist
492,Add something by Arnett Cobb to my La Mejor Música para tus Fiestas playlist,add_to_playlist
493,add young maylay to Club Hits,add_to_playlist
494,Put this artist on my Folk for Kids playlist,add_to_playlist
495,put this track on my infinite indie folk playlist,add_to_playlist
496,Add this track to Duetos,add_to_playlist
497,Add the album to rosanna's ejercicio playlist.,add_to_playlist
498,I want to add another album to the wine & dine playlist. ,add_to_playlist
499,add artist to Novedades Pop,add_to_playlist
500,"add Please, Please, Please, Let Me Get What I Want to my crate diggers anonymous",add_to_playlist
501,Go to cali fire and add refrain to my playlist,add_to_playlist
502,Add Bashful Brother Oswald to Love Moments,add_to_playlist
503,add a tune in women of classical,add_to_playlist
504,add pangaea to my Gold Edition playlist,add_to_playlist
505,add this track to anne's playlist named Just Smile,add_to_playlist
506,I'd like a new england added to Classical Moments in Movies.,add_to_playlist
507,add this artist to the This Is Dirty Projectors playlist,add_to_playlist
508,I want to add Robin Hood and Queen Katherine to my playlist entitled Genuine R&B,add_to_playlist
509,ad i should have known better to this is bb king,add_to_playlist
510,Add i dreamt of a dragon to my Futuros Hits playlist. ,add_to_playlist
511,"add Hello Central, Give Me Heaven to Indie Pop",add_to_playlist
512,Add twin peaks fire walk with me to the night out playlist,add_to_playlist
513,Add another artist to my soul bpm playlist,add_to_playlist
514,Add El Noi de la Mare to The New Waltz playlist,add_to_playlist
515,add Matthew Helders artist in Showstopper Being Mary Jane,add_to_playlist
516,Add Leah Kauffman to my uncharted 4 nathan drake playlist,add_to_playlist
517,Add house of pain to my 90s Indie playlist,add_to_playlist
518,Add Sweet Black Angel to my Diarios de Bicicleta playlist,add_to_playlist
519,add tune to my playlist ironing,add_to_playlist
520,Add out of the air to my a mis niños de 30 playlist,add_to_playlist
521,Add this artist to sleep tight,add_to_playlist
522,Can you add something by Snow onto my Zen Focus playlist,add_to_playlist
523,Add Justin McRoberts to this is chopin,add_to_playlist
524,Can I put johnny burke onto my lo que suena los angeles playlist?,add_to_playlist
525,Add the 3rd world to my focus now,add_to_playlist
526,add eric moo to women of jazz,add_to_playlist
527,Add a track to Fusion Fest,add_to_playlist
528,add this extended play to Women's Lit playlist,add_to_playlist
529,please add this album to the playlist titled Hip Hop 2017 New School,add_to_playlist
530,add a track in Nike Running Tempo Mix,add_to_playlist
531,put this song by rayvon on my all out 80s playlist,add_to_playlist
532,Add album to my grandes unplugged,add_to_playlist
533,Can you put a song by Rick Astley on my hot 50 playlist ,add_to_playlist
534,put Ron Grainer on my disco fever playlist,add_to_playlist
535,Add afdlin shauki to La Mejor Música Dance 2017,add_to_playlist
536,Add song to my underground hits,add_to_playlist
537,Add Roots of the Outsiders to Blues Roots,add_to_playlist
538,put Bring Me Down onto my tokyo rising playlist,add_to_playlist
539,Add Kevin Ridel to instrumental madness,add_to_playlist
540,On lea's saturday night playlist add the name D Generation,add_to_playlist
541,Add artist Leonard Cohen to my indie brazuca,add_to_playlist
542,Add a norma jean tune to the Soul Revived playlist. ,add_to_playlist
543,add this song to wedding classics playlist,add_to_playlist
544,Add this song to my roadrunner rec new releases list.,add_to_playlist
545,Can you add something from Method Man to my this is mozart playlist ,add_to_playlist
546,put Pause on my Días de Frío playlist,add_to_playlist
547,add the current artist to my top 100 pop tracks on spotify playlist,add_to_playlist
548,Add jack scott to my fantasía playlist,add_to_playlist
549,please put Book of Love on my NTC High Intensity Training Tracks playlist,add_to_playlist
550,Add a billy strayhorn song to my the selektor playlist,add_to_playlist
551,add tune to my relax & unwind playlist,add_to_playlist
552,Add Stephanie Biddle to my Digster Reggae playlist,add_to_playlist
553,add song by ian mcdonald to an instrumental sunday ,add_to_playlist
554,put this track on soul bpm my playlist,add_to_playlist
555,Add another MC chris track to my Blues Roots playlist. ,add_to_playlist
556,"add people take pictures of each other to Rhythm and Blues playlist
",add_to_playlist
557,add the song don't drink the water to my playlist,add_to_playlist
558,add git to Domingo Indie,add_to_playlist
559,Add kaya newest track to my I Love My '00's R&B playlist,add_to_playlist
560,find lesley's epic classical playlist and add this tune,add_to_playlist
561,Please add the song by Sunil Santha to my Pre-Party R&B Jams list,add_to_playlist
562,"add this is Andrés Calamaro by Milk
",add_to_playlist
563,Add Come on Feel the Lemonheads to my salsa classics playlist.,add_to_playlist
564,this track should go into my playlist called This Is Beethoven,add_to_playlist
565,Add live around the world to crossroad blues,add_to_playlist
566,put a xiang xiang track onto women of the blues,add_to_playlist
567,Can you add a tune by natalie macmaster to my viajes playlist,add_to_playlist
568,"add kansas city, missouri to Stress Relief",add_to_playlist
569,add farruko presenta los menores to my amor amor playlist,add_to_playlist
570,Add Jarvis Cocker to my Chillin' on a Dirt Road playlist,add_to_playlist
571,Add artist to ina's 2010s smash hits,add_to_playlist
572,Add another song to the acoustic soul playlist ,add_to_playlist
573,put donnie g don gorilla on my classical romance playlist,add_to_playlist
574,I'd like for you to put this artist to my Evening Commute playlist.,add_to_playlist
575,Add don sebesky song to The Refugee Playlist,add_to_playlist
576,Add tune to Reggae Infusions,add_to_playlist
577,my indietronic playlist needs until the end of time added,add_to_playlist
578,add the current tune to my Rock Gaming playlist,add_to_playlist
579,add LISA to my playlist Street Dance,add_to_playlist
580,add album to mellow bars,add_to_playlist
581,Add an album to my list clásicos de fogata,add_to_playlist
582,The feel good indie rock playlist needs another song ,add_to_playlist
583,Add Barry McGuire to my playlist called have a laugh.,add_to_playlist
584,"add tune Papa Bue to 
éxitos españa playlist",add_to_playlist
585,add the track by apostolos nikolaidis to the This Is Luis Fonsi playlist,add_to_playlist
586,Can you add don moye to my Pop playlist?,add_to_playlist
587,please put this artist into my Lo mejor de Radio 3 playlist,add_to_playlist
588,I want to put Land of the Dead into my Big Daddy's Booze & Blues playlist. ,add_to_playlist
589,add zombieland to Noctámbulo playlist,add_to_playlist
590,Add Warm and Beautiful to the ironing playlist. ,add_to_playlist
591,Add this track to my lo que suena new york playlist,add_to_playlist
592,put track on my synth pop list,add_to_playlist
593,add kasey chambers to my political punks playlist,add_to_playlist
594,Add a track to the El Mejor Pop en Español playlist.,add_to_playlist
595,please put this track onto letha's signed xoxo playlist,add_to_playlist
596,Add this album to my US Latin Top 50 palylist,add_to_playlist
597,Add shake your rump to  my concentración indie rock playlist,add_to_playlist
598,add arthur lee to my jazz vibes playlist,add_to_playlist
599,Add Priscilla to my playlist Classical Dance Music Ballet & Beyond,add_to_playlist
600,add Ghost on the Dance Floor to my Autumn Lounge playlist,add_to_playlist
601,Add jonny buckland to my playlist weekly buzz,add_to_playlist
602,Include stefanie in Pre-Party R&B Jams,add_to_playlist
603,I want my Reggae Infusions playlist to have Plaid Retina on it.,add_to_playlist
604,Add artist to playlist Classic Punk,add_to_playlist
605,Add this album to holly's bandas sonoras playlist,add_to_playlist
606,The Hot House playlist needs another album,add_to_playlist
607,add song by emmy rossum to Hit Rewind,add_to_playlist
608,Add this tune to the Spinnin' Records Top 100 list,add_to_playlist
609,add this track to the playlist hits of the 70s,add_to_playlist
610,add album to my Deathcore playlist,add_to_playlist
611,Put Targeted in my Clapton Chronicles The Best of Eric Clapton playlist. ,add_to_playlist
612,add this song to my Classical Dance Music Ballet & Beyond list,add_to_playlist
613,Add another song to daphne's retrowave outrun playlist. ,add_to_playlist
614,Add When You Come Back to the jazz for loving couples playlist. ,add_to_playlist
615,Add a track to summer of love,add_to_playlist
616,put frank farian on my Deep Dark Indie Folk playlist,add_to_playlist
617,add josefina pla to isabelle's Guest List GamesRadar playlist,add_to_playlist
618,add I’m Only a Man to my flow español,add_to_playlist
619,Add an album by Jenifer to my travelling playlist,add_to_playlist
620,add Heat of the Night to my Novedades Viernes Sudamérica playlist,add_to_playlist
621,add artist to my Phunkadelic playlist,add_to_playlist
622,Play Elizeth Cardoso to my Nothing But A Party R&B playlist,add_to_playlist
623,"put this song in my funk playlist, please",add_to_playlist
624,"add Aprite le finestre to my This Is Earth, Wind & Fire playlist",add_to_playlist
625,Put the joy division the complete bbc recordings on 40 hits,add_to_playlist
626,Please put maimi yajima's song onto Operación Bikini.,add_to_playlist
627,Can you add a eviatar banai album to my tgif playlist,add_to_playlist
628,add the ragged curtain onto the playlist called party through the decades,add_to_playlist
629,Add Joey Fatone to my Spotlight on Country 2016 playlist,add_to_playlist
630,Add the tune to bandas sonoras,add_to_playlist
631,Add First Issue to my your favorite slaughterhouse playlist,add_to_playlist
632,Add natasha to my All Things Post playlist,add_to_playlist
633,Add another album to my this is pavarotti playlist. ,add_to_playlist
634,add erik santos in my playlist Metal Xplorer,add_to_playlist
635,add artist to my Trance Life group,add_to_playlist
636,Add the name as with gladness men of old to my ultimate 90s playlist,add_to_playlist
637,Add what child is this to Dark Dance Floors,add_to_playlist
638,Put jiro in my clásicos del hip hop español playlist. ,add_to_playlist
639,add this tune to my fresh finds hiptronix playlist ,add_to_playlist
640,"add already over, pt 2 to Hip Hop 2017 New School",add_to_playlist
641,add song by charlie hunter to Rumba y más,add_to_playlist
642,I need another artist in the romántica playlist. ,add_to_playlist
643,add Jacob Hoggard to my get going playlist,add_to_playlist
644,Put Jazzy B on Lazy Chill Afternoon playlist,add_to_playlist
645,The dubstep dangles dirty playlist needs Digital at Montreux in it,add_to_playlist
646,Add a tune to clásicos del hip hop español,add_to_playlist
647,add dark days in paradise to my gym playlist,add_to_playlist
648,Put this album on my wine & dine playlist,add_to_playlist
649,add tune to NUSIC,add_to_playlist
650,add iemand als jij to my playlist named In The Name Of Blues,add_to_playlist
651,add this album by richard hell to arlene's playlist named miami 2017 guest list,add_to_playlist
652,add this track to my Comedy New Releases,add_to_playlist
